Date,Open,High,Low,Close,Adj Close,Volume
2012-02-23,23460.000000,23580.000000,23020.000000,23200.000000,19153.767578,23259200
2012-02-24,23060.000000,23720.000000,23060.000000,23600.000000,19484.007813,14240300
2012-02-27,23480.000000,23600.000000,23180.000000,23420.000000,19335.402344,8273300
2012-02-28,23920.000000,24000.000000,23620.000000,23700.000000,19566.566406,16648100
2012-02-29,23820.000000,24180.000000,23820.000000,24120.000000,19913.308594,17278300
2012-03-02,24300.000000,24340.000000,23580.000000,23640.000000,19517.025391,18023700
2012-03-05,23800.000000,23820.000000,23320.000000,23480.000000,19384.933594,11175250
2012-03-06,23580.000000,23860.000000,23340.000000,23600.000000,19484.007813,10572850
2012-03-07,23500.000000,23660.000000,23300.000000,23440.000000,19351.910156,11521550
2012-03-08,23600.000000,23720.000000,23300.000000,23600.000000,19484.007813,20270400
2012-03-09,23820.000000,24620.000000,23760.000000,24600.000000,20309.597656,18228800
2012-03-12,24480.000000,24520.000000,24200.000000,24200.000000,19979.363281,11826950
2012-03-13,24000.000000,24580.000000,24000.000000,24420.000000,20160.992188,11985550
2012-03-14,24600.000000,25100.000000,24600.000000,25000.000000,20639.835938,18279650
2012-03-15,25020.000000,25200.000000,24840.000000,25000.000000,20639.835938,14038800
2012-03-16,25200.000000,25340.000000,24760.000000,24760.000000,20441.691406,18070200
2012-03-19,24700.000000,25360.000000,24680.000000,25200.000000,20804.953125,11881850
2012-03-20,25340.000000,25540.000000,25200.000000,25340.000000,20920.539063,11935500
2012-03-21,25200.000000,25200.000000,24840.000000,24840.000000,20507.736328,12913550
2012-03-22,24700.000000,25260.000000,24700.000000,25160.000000,20771.925781,12675450
2012-03-23,24860.000000,25480.000000,24860.000000,25220.000000,20821.464844,10818600
2012-03-26,25360.000000,25500.000000,25220.000000,25500.000000,21052.628906,9237800
2012-03-27,25700.000000,26220.000000,25520.000000,26220.000000,21647.060547,14186350
2012-03-28,26000.000000,26160.000000,25900.000000,26040.000000,21498.453125,9914550
2012-03-29,25980.000000,25980.000000,25600.000000,25600.000000,21135.195313,11670000
2012-03-30,25400.000000,25600.000000,25140.000000,25500.000000,21052.628906,15281700
2012-04-02,25500.000000,25980.000000,25220.000000,25980.000000,21448.916016,12582950
2012-04-03,26400.000000,26780.000000,26040.000000,26700.000000,22043.343750,16507900
2012-04-04,26620.000000,27020.000000,26300.000000,26400.000000,21795.666016,14599350
2012-04-05,26040.000000,26700.000000,25940.000000,26600.000000,21960.781250,12921350
2012-04-06,26540.000000,26680.000000,26260.000000,26640.000000,21993.806641,10289650
2012-04-09,26400.000000,26600.000000,26120.000000,26340.000000,21746.130859,8572600
2012-04-10,26280.000000,26400.000000,26140.000000,26220.000000,21647.060547,11176100
2012-04-12,25660.000000,25980.000000,25360.000000,25460.000000,21019.609375,25240650
2012-04-13,25300.000000,25540.000000,25200.000000,25360.000000,20937.048828,35409200
2012-04-16,25460.000000,25520.000000,25000.000000,25180.000000,20788.449219,15222400
2012-04-17,25020.000000,25280.000000,24820.000000,24980.000000,20623.318359,14552300
2012-04-18,25540.000000,26040.000000,25380.000000,25860.000000,21349.845703,17253750
2012-04-19,25840.000000,26140.000000,25780.000000,26140.000000,21581.015625,13156400
2012-04-20,25880.000000,25940.000000,25560.000000,25640.000000,21168.216797,9900550
2012-04-23,25380.000000,25600.000000,25240.000000,25580.000000,21118.679688,8388400
2012-04-24,25300.000000,25720.000000,25240.000000,25660.000000,21184.724609,13238350
2012-04-25,26080.000000,26300.000000,25860.000000,26100.000000,21547.988281,13821600
2012-04-26,26400.000000,26800.000000,26340.000000,26800.000000,22125.906250,16479500
2012-04-27,27100.000000,27660.000000,27020.000000,27480.000000,22687.310547,15905350
2012-04-30,27900.000000,28180.000000,27540.000000,27800.000000,22951.500000,15757100
2012-05-02,28200.000000,28360.000000,27980.000000,28200.000000,23281.738281,18420750
2012-05-03,28040.000000,28200.000000,27960.000000,28020.000000,23133.126953,10327050
2012-05-04,27500.000000,27960.000000,26980.000000,27200.000000,22456.142578,20484300
2012-05-07,26840.000000,27060.000000,26500.000000,26840.000000,22158.923828,18908450
2012-05-08,26960.000000,27040.000000,26780.000000,26820.000000,22142.416016,12048600
2012-05-09,26700.000000,26960.000000,26480.000000,26620.000000,21977.298828,12661700
2012-05-10,26580.000000,26720.000000,26440.000000,26540.000000,21911.250000,13145000
2012-05-11,26300.000000,26460.000000,26060.000000,26060.000000,21514.964844,13626400
2012-05-14,26100.000000,26540.000000,26080.000000,26280.000000,21696.597656,15092100
2012-05-15,26080.000000,26400.000000,26000.000000,26220.000000,21647.060547,15558100
2012-05-16,25960.000000,26000.000000,24560.000000,24600.000000,20309.597656,38488900
2012-05-17,24600.000000,24860.000000,24020.000000,24460.000000,20194.015625,33041100
2012-05-18,24080.000000,24100.000000,23300.000000,23320.000000,19252.837891,30023750
2012-05-21,23880.000000,24320.000000,23800.000000,24180.000000,19962.851563,23702750
2012-05-22,25100.000000,25100.000000,24540.000000,24800.000000,20474.720703,23830550
2012-05-23,24800.000000,24800.000000,23900.000000,24420.000000,20160.992188,16157100
2012-05-24,24260.000000,24500.000000,23960.000000,24500.000000,20227.041016,15251250
2012-05-25,24660.000000,24920.000000,24460.000000,24500.000000,20227.041016,10164250
2012-05-29,24240.000000,24760.000000,24120.000000,24760.000000,20441.691406,10815350
2012-05-30,24760.000000,24800.000000,24300.000000,24520.000000,20243.552734,12653250
2012-05-31,24260.000000,24260.000000,23840.000000,24220.000000,19995.873047,22106900
2012-06-01,24260.000000,24740.000000,23980.000000,24660.000000,20359.134766,13554450
2012-06-04,23960.000000,24100.000000,23840.000000,23920.000000,19748.195313,18068750
2012-06-05,24020.000000,24180.000000,23860.000000,24060.000000,19863.775391,12848900
2012-06-07,24780.000000,25300.000000,24660.000000,25300.000000,20887.511719,20928350
2012-06-08,25500.000000,25500.000000,24900.000000,24940.000000,20590.302734,9956350
2012-06-11,25440.000000,25500.000000,25320.000000,25360.000000,20937.048828,9906200
2012-06-12,24920.000000,25200.000000,24900.000000,25100.000000,20722.392578,8805200
2012-06-13,25320.000000,25480.000000,25120.000000,25420.000000,20986.587891,9572600
2012-06-14,25380.000000,25420.000000,25120.000000,25220.000000,20821.464844,21995050
2012-06-15,25000.000000,25200.000000,24280.000000,24340.000000,20094.943359,30404200
2012-06-18,24800.000000,25140.000000,24680.000000,24860.000000,20524.251953,17608150
2012-06-19,24900.000000,24940.000000,24440.000000,24880.000000,20540.763672,14839400
2012-06-20,24980.000000,25300.000000,24900.000000,25040.000000,20672.863281,13237700
2012-06-21,24680.000000,24840.000000,24520.000000,24540.000000,20260.062500,12753750
2012-06-22,23780.000000,24040.000000,23600.000000,23640.000000,19517.025391,31294350
2012-06-25,23420.000000,23560.000000,22560.000000,22640.000000,18691.433594,41318100
2012-06-26,22660.000000,22980.000000,22580.000000,22780.000000,18807.017578,25283500
2012-06-27,22800.000000,23540.000000,22600.000000,23340.000000,19269.351563,23542000
2012-06-28,23340.000000,23600.000000,23060.000000,23360.000000,19294.130859,10398350
2012-06-29,23340.000000,24020.000000,23060.000000,24020.000000,19839.253906,18604450
2012-07-02,24160.000000,24180.000000,23420.000000,23480.000000,19393.246094,19106750
2012-07-03,23640.000000,23860.000000,23400.000000,23500.000000,19409.761719,15801550
2012-07-04,23640.000000,23940.000000,23560.000000,23820.000000,19674.066406,19158750
2012-07-05,23740.000000,23880.000000,23540.000000,23700.000000,19574.949219,9068550
2012-07-06,23880.000000,23880.000000,23060.000000,23220.000000,19178.498047,21158900
2012-07-09,22700.000000,22760.000000,22520.000000,22520.000000,18600.332031,21282300
2012-07-10,22700.000000,22840.000000,22420.000000,22540.000000,18616.851563,17720700
2012-07-11,22580.000000,22660.000000,22160.000000,22360.000000,18468.183594,18001300
2012-07-12,22420.000000,22520.000000,21820.000000,21820.000000,18022.173828,24858600
2012-07-13,21920.000000,22880.000000,21820.000000,22780.000000,18815.076172,27070750
2012-07-16,22900.000000,23100.000000,22660.000000,23040.000000,19029.824219,15261950
2012-07-17,22960.000000,23560.000000,22720.000000,23360.000000,19294.130859,15885300
2012-07-18,23580.000000,23700.000000,22760.000000,23080.000000,19062.865234,14618050
2012-07-19,23600.000000,24040.000000,23440.000000,23900.000000,19740.138672,24847100
2012-07-20,24040.000000,24060.000000,23820.000000,23820.000000,19674.066406,11992100
2012-07-23,23300.000000,23400.000000,23100.000000,23240.000000,19195.015625,12844350
2012-07-24,23300.000000,23500.000000,23180.000000,23400.000000,19327.162109,14598050
2012-07-25,23060.000000,23440.000000,22780.000000,23160.000000,19128.937500,13609850
2012-07-26,23380.000000,23480.000000,23200.000000,23440.000000,19360.207031,13654750
2012-07-27,23900.000000,24660.000000,23820.000000,24660.000000,20367.861328,26686200
2012-07-30,25200.000000,25560.000000,25020.000000,25500.000000,21061.654297,19113350
2012-07-31,25600.000000,26680.000000,25500.000000,26180.000000,21623.300781,33735650
2012-08-01,25840.000000,26300.000000,25660.000000,26000.000000,21474.628906,19039100
2012-08-02,26000.000000,26080.000000,25220.000000,25260.000000,20863.425781,15951250
2012-08-03,24800.000000,25340.000000,24760.000000,24860.000000,20533.050781,15582650
2012-08-06,25700.000000,26100.000000,25640.000000,25960.000000,21441.595703,12289150
2012-08-07,26060.000000,26080.000000,25680.000000,25880.000000,21375.513672,10258400
2012-08-08,26120.000000,26560.000000,26020.000000,26400.000000,21805.009766,19459150
2012-08-09,26420.000000,26960.000000,26360.000000,26800.000000,22135.386719,30612650
2012-08-10,26700.000000,26960.000000,26600.000000,26960.000000,22267.537109,14733250
2012-08-13,26840.000000,26940.000000,26460.000000,26500.000000,21887.603516,9891050
2012-08-14,26520.000000,27000.000000,26520.000000,26900.000000,22217.984375,14396850
2012-08-16,27080.000000,27100.000000,26760.000000,26900.000000,22217.984375,14824150
2012-08-17,26880.000000,26900.000000,25720.000000,25900.000000,21392.035156,27642800
2012-08-20,25400.000000,25660.000000,25100.000000,25660.000000,21193.802734,19944800
2012-08-21,25840.000000,26040.000000,25640.000000,25640.000000,21177.285156,15315200
2012-08-22,25380.000000,25620.000000,25140.000000,25280.000000,20879.951172,16031200
2012-08-23,25220.000000,25740.000000,24980.000000,25740.000000,21259.886719,13857750
2012-08-24,25400.000000,25740.000000,25280.000000,25500.000000,21061.654297,14077200
2012-08-27,23780.000000,24060.000000,23460.000000,23600.000000,19492.359375,63803450
2012-08-28,23720.000000,24180.000000,23600.000000,23900.000000,19740.138672,27767400
2012-08-29,24180.000000,24700.000000,24140.000000,24600.000000,20318.304688,23415550
2012-08-30,24560.000000,24580.000000,24040.000000,24300.000000,20070.519531,16211400
2012-08-31,24220.000000,24680.000000,24140.000000,24660.000000,20367.861328,20301300
2012-09-03,24400.000000,24700.000000,24020.000000,24360.000000,20120.076172,13903800
2012-09-04,24380.000000,24560.000000,24200.000000,24360.000000,20120.076172,9916550
2012-09-05,24100.000000,24240.000000,23780.000000,23780.000000,19641.029297,17381950
2012-09-06,24000.000000,24060.000000,23860.000000,23920.000000,19756.658203,12373750
2012-09-07,24600.000000,25020.000000,24400.000000,25000.000000,20648.687500,25512400
2012-09-10,25200.000000,25280.000000,25000.000000,25000.000000,20648.687500,15883700
2012-09-11,24800.000000,25300.000000,24640.000000,25120.000000,20747.794922,9890800
2012-09-12,25360.000000,25900.000000,25180.000000,25880.000000,21375.513672,18473250
2012-09-13,25980.000000,26100.000000,25620.000000,26020.000000,21491.144531,19489950
2012-09-14,26600.000000,26780.000000,26540.000000,26720.000000,22069.312500,24872500
2012-09-17,26720.000000,26720.000000,26240.000000,26300.000000,21722.416016,14896000
2012-09-18,26280.000000,26720.000000,26160.000000,26300.000000,21722.416016,11232300
2012-09-19,26120.000000,26460.000000,25960.000000,26280.000000,21705.896484,12114550
2012-09-20,25860.000000,26100.000000,25680.000000,25740.000000,21259.886719,14199800
2012-09-21,26000.000000,26140.000000,25900.000000,26040.000000,21507.671875,14913400
2012-09-24,26000.000000,26560.000000,25840.000000,26540.000000,21920.638672,13195450
2012-09-25,26200.000000,26680.000000,26200.000000,26540.000000,21920.638672,11348000
2012-09-26,26260.000000,26500.000000,26120.000000,26500.000000,21887.603516,12054550
2012-09-27,26540.000000,26840.000000,26460.000000,26760.000000,22102.349609,14541600
2012-09-28,27180.000000,27200.000000,26780.000000,26920.000000,22234.505859,17906350
2012-10-02,27080.000000,27420.000000,27040.000000,27380.000000,22614.437500,13376250
2012-10-04,27020.000000,27460.000000,26780.000000,27340.000000,22581.396484,19127200
2012-10-05,27740.000000,27800.000000,27040.000000,27400.000000,22630.955078,17828800
2012-10-08,27500.000000,27580.000000,27200.000000,27460.000000,22680.513672,12037600
2012-10-09,27260.000000,27620.000000,27260.000000,27440.000000,22663.994141,8788650
2012-10-10,27060.000000,27200.000000,26500.000000,26500.000000,21887.603516,12976700
2012-10-11,26200.000000,26400.000000,25740.000000,26080.000000,21540.703125,23779850
2012-10-12,26100.000000,26240.000000,25760.000000,25920.000000,21408.554688,14977250
2012-10-15,25920.000000,26240.000000,25740.000000,26000.000000,21474.628906,10334000
2012-10-16,26520.000000,26620.000000,26300.000000,26600.000000,21970.197266,10671300
2012-10-17,26840.000000,26920.000000,26320.000000,26720.000000,22069.312500,8984550
2012-10-18,26720.000000,26820.000000,26560.000000,26740.000000,22085.832031,10498450
2012-10-19,26460.000000,26500.000000,25980.000000,26040.000000,21507.671875,13969950
2012-10-22,25540.000000,26340.000000,25520.000000,26300.000000,21722.416016,11741150
2012-10-23,26380.000000,26440.000000,26040.000000,26260.000000,21689.375000,9253550
2012-10-24,25940.000000,26180.000000,25780.000000,26000.000000,21474.628906,13454500
2012-10-25,25920.000000,26440.000000,25820.000000,26440.000000,21838.044922,11881100
2012-10-26,26120.000000,26240.000000,25740.000000,25740.000000,21259.886719,13793850
2012-10-29,25960.000000,25980.000000,25580.000000,25980.000000,21458.107422,11448050
2012-10-30,25980.000000,26080.000000,25840.000000,25960.000000,21441.595703,6643850
2012-10-31,26120.000000,26240.000000,25980.000000,26200.000000,21639.818359,10604850
2012-11-01,25900.000000,26040.000000,25800.000000,25940.000000,21425.074219,10455600
2012-11-02,26380.000000,26660.000000,26260.000000,26540.000000,21920.638672,18521400
2012-11-05,26560.000000,26980.000000,26400.000000,26820.000000,22151.906250,13062050
2012-11-06,26980.000000,26980.000000,26640.000000,26980.000000,22284.056641,8981800
2012-11-07,26860.000000,27240.000000,26700.000000,27240.000000,22498.804688,9676400
2012-11-08,26960.000000,27140.000000,26820.000000,27000.000000,22300.576172,15326600
2012-11-09,26700.000000,27020.000000,26520.000000,26820.000000,22151.906250,14550300
2012-11-12,26620.000000,26940.000000,26620.000000,26900.000000,22217.984375,6959250
2012-11-13,26940.000000,26980.000000,26520.000000,26980.000000,22284.056641,7325850
2012-11-14,27140.000000,27140.000000,26920.000000,27100.000000,22383.169922,10436000
2012-11-15,26700.000000,26760.000000,26520.000000,26620.000000,21986.714844,9959100
2012-11-16,26440.000000,26520.000000,26020.000000,26140.000000,21590.259766,12172550
2012-11-19,26300.000000,26840.000000,26260.000000,26640.000000,22003.232422,10137500
2012-11-20,27060.000000,27300.000000,26920.000000,27280.000000,22531.845703,13420300
2012-11-21,27520.000000,27940.000000,27440.000000,27680.000000,22862.226563,17780400
2012-11-22,27880.000000,28380.000000,27820.000000,28340.000000,23407.337891,14930950
2012-11-23,28440.000000,28840.000000,28340.000000,28740.000000,23737.724609,12322050
2012-11-26,28840.000000,28860.000000,27980.000000,28080.000000,23192.601563,13749850
2012-11-27,28100.000000,28560.000000,28080.000000,28320.000000,23390.822266,11836200
2012-11-28,28000.000000,28760.000000,27920.000000,28260.000000,23341.269531,14055800
2012-11-29,28040.000000,28440.000000,28040.000000,28280.000000,23357.791016,13073300
2012-11-30,28460.000000,28500.000000,27980.000000,28120.000000,23225.636719,16427600
2012-12-03,28400.000000,28720.000000,28160.000000,28600.000000,23622.091797,10220850
2012-12-04,28640.000000,28680.000000,28400.000000,28600.000000,23622.091797,9504900
2012-12-05,28600.000000,29100.000000,28540.000000,29100.000000,24035.066406,12436400
2012-12-06,29360.000000,29420.000000,28680.000000,29080.000000,24018.552734,14248700
2012-12-07,29000.000000,29960.000000,29000.000000,29600.000000,24448.041016,15882450
2012-12-10,30120.000000,30120.000000,29700.000000,29820.000000,24629.751953,13056100
2012-12-11,29960.000000,29960.000000,29380.000000,29520.000000,24381.962891,12657350
2012-12-12,29460.000000,29920.000000,29460.000000,29800.000000,24613.226563,15244450
2012-12-13,30000.000000,30660.000000,29860.000000,30660.000000,25323.544922,30680500
2012-12-14,30320.000000,30720.000000,30160.000000,30300.000000,25026.203125,13905250
2012-12-17,30020.000000,30480.000000,29940.000000,30060.000000,24827.974609,15511100
2012-12-18,30000.000000,30320.000000,29900.000000,30300.000000,25026.203125,13538450
2012-12-20,30300.000000,30580.000000,29900.000000,30060.000000,24827.974609,20128500
2012-12-21,29860.000000,29920.000000,28800.000000,28840.000000,23820.320313,27576200
2012-12-24,28960.000000,29520.000000,28840.000000,29480.000000,24348.927734,14488550
2012-12-26,29600.000000,30060.000000,29400.000000,29400.000000,24282.845703,14038700
2012-12-27,29400.000000,30000.000000,29400.000000,29920.000000,24839.076172,9143900
2012-12-28,29760.000000,30600.000000,29740.000000,30440.000000,25270.769531,10562750
2013-01-02,30660.000000,31520.000000,30540.000000,31520.000000,26167.369141,11449650
2013-01-03,31640.000000,31680.000000,30860.000000,30860.000000,25619.445313,14227400
2013-01-04,30800.000000,30840.000000,30200.000000,30500.000000,25320.580078,12999800
2013-01-07,30300.000000,30560.000000,30000.000000,30400.000000,25237.562500,12610950
2013-01-08,30260.000000,30340.000000,29960.000000,30000.000000,24905.494141,13822250
2013-01-09,30000.000000,30260.000000,29820.000000,30000.000000,24905.494141,12659950
2013-01-10,30300.000000,30680.000000,30000.000000,30600.000000,25403.599609,14663600
2013-01-11,30960.000000,30960.000000,30140.000000,30660.000000,25453.410156,11913550
2013-01-14,30780.000000,31040.000000,30560.000000,31040.000000,25768.876953,7999950
2013-01-15,31200.000000,31200.000000,30240.000000,30240.000000,25104.728516,10727150
2013-01-16,30280.000000,30520.000000,29660.000000,29840.000000,24772.662109,16221000
2013-01-17,30040.000000,30040.000000,29000.000000,29380.000000,24390.777344,20236700
2013-01-18,29600.000000,29740.000000,29100.000000,29600.000000,24573.414063,12516600
2013-01-21,29280.000000,29500.000000,28960.000000,29080.000000,24141.718750,14519650
2013-01-22,28900.000000,29740.000000,28900.000000,29600.000000,24573.414063,11947400
2013-01-23,30000.000000,30040.000000,29460.000000,29460.000000,24457.193359,9293550
2013-01-24,29360.000000,29380.000000,28820.000000,29060.000000,24125.115234,15999050
2013-01-25,29200.000000,29220.000000,28100.000000,28340.000000,23527.380859,21795250
2013-01-28,27920.000000,28020.000000,27420.000000,27440.000000,22780.224609,30852150
2013-01-29,27800.000000,28360.000000,27600.000000,28180.000000,23394.552734,21616550
2013-01-30,28520.000000,28800.000000,28240.000000,28800.000000,23909.269531,16170100
2013-01-31,28600.000000,28960.000000,28440.000000,28960.000000,24042.099609,16052800
2013-02-01,29200.000000,29200.000000,28440.000000,28820.000000,23925.875000,11576200
2013-02-04,29000.000000,29060.000000,28340.000000,28740.000000,23859.460938,12861900
2013-02-05,28300.000000,28860.000000,28280.000000,28700.000000,23826.251953,11388100
2013-02-06,28800.000000,28860.000000,28540.000000,28540.000000,23693.419922,6897150
2013-02-07,28780.000000,28780.000000,28400.000000,28400.000000,23577.193359,9721100
2013-02-08,28360.000000,29400.000000,28300.000000,29240.000000,24274.548828,13423850
2013-02-12,29680.000000,29680.000000,29180.000000,29360.000000,24374.173828,8419750
2013-02-13,29480.000000,29780.000000,29120.000000,29740.000000,24689.640625,9209050
2013-02-14,29800.000000,29880.000000,29540.000000,29800.000000,24739.451172,7534100
2013-02-15,29800.000000,29960.000000,29540.000000,29960.000000,24872.283203,7599950
2013-02-18,29800.000000,30020.000000,29620.000000,29800.000000,24739.451172,7109950
2013-02-19,29600.000000,29980.000000,29580.000000,29840.000000,24772.662109,6132250
2013-02-20,30040.000000,30900.000000,29940.000000,30900.000000,25652.656250,18039350
2013-02-21,30800.000000,31160.000000,30700.000000,31000.000000,25735.667969,13123650
2013-02-22,30600.000000,30960.000000,30400.000000,30600.000000,25403.599609,13852650
2013-02-25,30980.000000,30980.000000,30600.000000,30600.000000,25403.599609,8897550
2013-02-26,30300.000000,30760.000000,30160.000000,30540.000000,25353.785156,9244750
2013-02-27,31180.000000,31180.000000,30380.000000,30540.000000,25353.785156,8938200
2013-02-28,30600.000000,31080.000000,30600.000000,30880.000000,25636.050781,12784200
2013-03-04,31260.000000,31260.000000,30600.000000,30780.000000,25553.027344,13276850
2013-03-05,31120.000000,31280.000000,30960.000000,31000.000000,25735.667969,9294600
2013-03-06,31440.000000,31500.000000,30940.000000,31200.000000,25901.703125,10148650
2013-03-07,30960.000000,31000.000000,30240.000000,30400.000000,25237.562500,13482700
2013-03-08,30300.000000,30340.000000,29780.000000,29980.000000,24888.884766,18941000
2013-03-11,29860.000000,30240.000000,29700.000000,30160.000000,25038.314453,13748250
2013-03-12,30080.000000,30240.000000,29800.000000,29880.000000,24805.863281,8746550
2013-03-13,30120.000000,30580.000000,30020.000000,30540.000000,25353.785156,11303550
2013-03-14,30560.000000,30680.000000,29980.000000,30400.000000,25237.562500,12557800
2013-03-15,30580.000000,30580.000000,29600.000000,29600.000000,24573.414063,36618350
2013-03-18,29200.000000,29200.000000,28680.000000,28900.000000,23992.285156,26439550
2013-03-19,29000.000000,29840.000000,28960.000000,29500.000000,24490.396484,13977100
2013-03-20,29200.000000,29700.000000,29120.000000,29200.000000,24241.339844,13515750
2013-03-21,29220.000000,29480.000000,29120.000000,29140.000000,24191.529297,11768550
2013-03-22,29160.000000,29360.000000,29040.000000,29100.000000,24158.324219,10687100
2013-03-25,29600.000000,29900.000000,29400.000000,29900.000000,24822.470703,10272050
2013-03-26,29900.000000,30440.000000,29820.000000,30180.000000,25054.921875,16830000
2013-03-27,30300.000000,30320.000000,29740.000000,30080.000000,24971.900391,12881400
2013-03-28,30060.000000,30200.000000,29940.000000,30200.000000,25071.519531,7989600
2013-03-29,30480.000000,30640.000000,30340.000000,30540.000000,25353.785156,9533700
2013-04-01,30700.000000,30700.000000,30240.000000,30240.000000,25104.728516,5295500
2013-04-02,30200.000000,30640.000000,30200.000000,30500.000000,25320.580078,8574850
2013-04-03,30520.000000,30560.000000,30180.000000,30420.000000,25254.162109,10882700
2013-04-04,30340.000000,30380.000000,29980.000000,30120.000000,25005.105469,10700450
2013-04-05,30100.000000,30320.000000,29860.000000,30100.000000,24988.505859,14977350
2013-04-08,30100.000000,30620.000000,29940.000000,30400.000000,25237.562500,12959500
2013-04-09,30540.000000,30600.000000,30200.000000,30560.000000,25370.390625,9244000
2013-04-10,30800.000000,30800.000000,30260.000000,30420.000000,25254.162109,11779700
2013-04-11,30420.000000,30800.000000,30360.000000,30800.000000,25569.634766,11291500
2013-04-12,30800.000000,31000.000000,30260.000000,30340.000000,25187.748047,10744050
2013-04-15,30060.000000,30700.000000,30060.000000,30460.000000,25287.373047,10767300
2013-04-16,30100.000000,30640.000000,30020.000000,30560.000000,25370.390625,18551850
2013-04-17,31320.000000,31320.000000,30280.000000,30360.000000,25204.353516,10491100
2013-04-18,30400.000000,30440.000000,29620.000000,29660.000000,24623.222656,13358400
2013-04-19,29300.000000,29840.000000,29100.000000,29500.000000,24490.396484,15704000
2013-04-22,29800.000000,30060.000000,29300.000000,30060.000000,24955.298828,9335850
2013-04-23,30000.000000,30060.000000,29480.000000,29660.000000,24623.222656,8864850
2013-04-24,29700.000000,29880.000000,29480.000000,29720.000000,24673.033203,10086550
2013-04-25,29400.000000,29880.000000,29400.000000,29880.000000,24805.863281,10463900
2013-04-26,29900.000000,29940.000000,29440.000000,29720.000000,24673.033203,11651600
2013-04-29,29820.000000,29840.000000,29500.000000,29620.000000,24590.015625,8500150
2013-04-30,29800.000000,30600.000000,29760.000000,30400.000000,25237.562500,18705000
2013-05-02,30520.000000,30640.000000,30340.000000,30560.000000,25370.390625,10048950
2013-05-03,30700.000000,30740.000000,30420.000000,30700.000000,25486.613281,6559050
2013-05-06,30800.000000,30800.000000,30240.000000,30280.000000,25137.939453,8654300
2013-05-07,30160.000000,30160.000000,29820.000000,29860.000000,24789.259766,11434500
2013-05-08,29860.000000,29960.000000,29580.000000,29760.000000,24706.244141,14921950
2013-05-09,29800.000000,30400.000000,29780.000000,30300.000000,25154.544922,10806150
2013-05-10,30280.000000,30280.000000,29520.000000,29520.000000,24507.000000,11794850
2013-05-13,29420.000000,29600.000000,29240.000000,29540.000000,24523.603516,8750100
2013-05-14,29740.000000,30000.000000,29660.000000,30000.000000,24905.494141,9002650
2013-05-15,29700.000000,30000.000000,29680.000000,30000.000000,24905.494141,10594800
2013-05-16,30020.000000,30280.000000,30000.000000,30160.000000,25038.314453,14657550
2013-05-20,30040.000000,30240.000000,29920.000000,29940.000000,24855.675781,12288850
2013-05-21,30200.000000,30200.000000,29700.000000,29840.000000,24772.662109,11600400
2013-05-22,30080.000000,30200.000000,29820.000000,30180.000000,25054.921875,9923100
2013-05-23,29840.000000,30040.000000,29680.000000,29680.000000,24639.828125,11994150
2013-05-24,29740.000000,29880.000000,29440.000000,29720.000000,24673.033203,10190600
2013-05-27,29800.000000,29980.000000,29740.000000,29780.000000,24722.845703,6146400
2013-05-28,29620.000000,29920.000000,29620.000000,29680.000000,24639.828125,11588050
2013-05-29,29680.000000,30460.000000,29660.000000,30240.000000,25104.728516,14760550
2013-05-30,30360.000000,30980.000000,30240.000000,30880.000000,25636.050781,22778000
2013-05-31,30920.000000,31180.000000,30740.000000,30760.000000,25536.423828,18025050
2013-06-03,30720.000000,31180.000000,30560.000000,30640.000000,25436.808594,10309450
2013-06-04,30660.000000,30840.000000,30420.000000,30800.000000,25569.634766,8496600
2013-06-05,30980.000000,31060.000000,30420.000000,30420.000000,25254.162109,13590650
2013-06-07,29500.000000,29700.000000,28480.000000,28540.000000,23693.419922,54290800
2013-06-10,28400.000000,28860.000000,28280.000000,28500.000000,23660.210938,26677700
2013-06-11,28220.000000,28380.000000,27560.000000,27780.000000,23062.478516,34613000
2013-06-12,27560.000000,28060.000000,27240.000000,27700.000000,22996.066406,22887650
2013-06-13,27600.000000,27940.000000,27140.000000,27140.000000,22531.166016,33509850
2013-06-14,27300.000000,27540.000000,27140.000000,27380.000000,22730.408203,17558350
2013-06-17,27400.000000,27560.000000,27300.000000,27320.000000,22680.591797,11758450
2013-06-18,27360.000000,27740.000000,27200.000000,27740.000000,23029.275391,11043050
2013-06-19,27640.000000,27700.000000,27280.000000,27380.000000,22730.408203,10270250
2013-06-20,26860.000000,26960.000000,26520.000000,26580.000000,22066.265625,17817950
2013-06-21,25880.000000,26660.000000,25800.000000,26500.000000,21999.847656,27677800
2013-06-24,27000.000000,27000.000000,26260.000000,26260.000000,21800.603516,15847900
2013-06-25,26020.000000,26360.000000,25760.000000,25940.000000,21534.945313,20774950
2013-06-26,26020.000000,26100.000000,24900.000000,25220.000000,20937.210938,31751200
2013-06-27,25900.000000,26880.000000,25720.000000,26780.000000,22241.117188,25756150
2013-06-28,27000.000000,27000.000000,26580.000000,26840.000000,22290.949219,20961250
2013-07-01,26680.000000,26920.000000,26440.000000,26520.000000,22025.181641,12825950
2013-07-02,26800.000000,27040.000000,26600.000000,26700.000000,22174.671875,10214450
2013-07-03,26680.000000,26780.000000,25900.000000,26020.000000,21609.921875,12822050
2013-07-04,26040.000000,26340.000000,25920.000000,26340.000000,21875.691406,9042650
2013-07-05,25720.000000,26300.000000,25200.000000,25340.000000,21045.183594,30382800
